Symbol,Company_name,Price,Change_abs,Change_rel,Volume,Avg_vol_3M,Market_cap,PE_ratio_TTM,Wk_change_rel
COHR,Coherent Corp.,58.93,6.55,0.10,3921000.000,2193000.000,8985000000.000,0,0.163
PRU,"Prudential Financial, Inc.",110.26,12.23,0.0998,5422000.000,1419000.000,40068000000.000,14.08,0.1236
CIVI,"Civitas Resources, Inc.",60.51,6.63,0.0987,3537000.000,1438000.000,5951000000.000,6.94,-0.2103
DKNG,DraftKings Inc.,32.02,3.47,0.0978,23007000.000,9796000.000,15547000000.000,0,0.0123
BEAM,Beam Therapeutics Inc.,27.43,2.88,0.095,1372000.000,1330000.00,2258000000.000,0,0.074
ASTS,"AST SpaceMobile, Inc.",18.51,1.93,0.0944,9676000.000,13039000.000,4984000000.000,0,3.2164
CRGY,Crescent Energy Company,10.81,1.12,0.0939,3952000.000,2903000.000,2481000000.000,0,-0.1081
SSL,Sasol Limited,7.2,0.74,0.0932,1032000.000,608432,5209000000.000,10.14,-0.4627
KKR,KKR & Co. Inc.,108.62,11.13,0.0929,7420000.00,6911000.000,100149000000.000,25.32,0.7573
BKNG,Booking Holdings Inc.,3328.13,336.05,0.0917,788601,237232,111574000000.000,23.33,0.0262
AMZN,"Amazon.com, Inc.",167.9,16.17,0.0878,137413000.000,41891000.000,1762000000000.000,39.98,0.1806
APO-PA,"Apollo Global Management, Inc.",58.25,5.64,0.0883,336369,73559,0,0,0.1545
OII,"Oceaneering International, Inc.",26.43,2.55,0.088,976658,870501,2682000000.000,21.84,0.2676
ONTO,Onto Innovation Inc.,158.45,15.22,0.0876,1280000.00,685733,7808000000.000,56.59,0.30
BFH,"Bread Financial Holdings, Inc.",46.36,4.42,0.087,2077000.000,821019,2303000000.000,4.74,0.1258
MU,"Micron Technology, Inc.",92.7,8.81,0.0868,35856000.000,22497000.000,102789000000.000,0,0.3361
NVMI,Nova Ltd.,172.87,16.36,0.0865,328008,191293,5021000000.000,40.02,0.4138
CAMT,Camtek Ltd.,84.09,7.93,0.0862,1394000.000,659870,3811000000.000,42.69,0.7655
JBL,Jabil Inc.,99.62,9.38,0.0861,3485000.000,1633000.000,11301000000.000,9.04,-0.0844
BMA,Banco Macro S.A.,47.24,4.39,0.085,252030,347862,4360000000.00,3.41,0.9537
NFE,New Fortress Energy Inc.,17.14,1.59,0.0849,4176000.000,2460000.00,3515000000.000,7.79,-0.3946
APP,AppLovin Corporation,68.72,6.37,0.0848,4278000.000,4149000.000,22610000000.00,41.40,1.2326
TPG,TPG Inc.,45.08,4.17,0.0847,1218000.000,917401,16444000000.000,0,0.5133
ASML,ASML Holding N.V.,809.35,74.36,0.0841,3618000.000,1212000.000,353172000000.000,43.68,0.1672
CDE,"Coeur Mining, Inc.",5.5,0.50,0.0833,10378000.000,6719000.000,2196000000.000,0,1.0295
MOG-A,Moog Inc.,173.95,15.80,0.0833,245668,170001,5596000000.000,27.57,0.536
HQY,"HealthEquity, Inc.",71.41,6.46,0.083,1326000.000,672340,6213000000.000,77.62,0.0491
CRK,"Comstock Resources, Inc.",8.32,0.75,0.0827,4100000.0,3087000.000,2432000000.000,0,-0.3285
NSIT,"Insight Enterprises, Inc.",181.52,16.24,0.0821,449146,188054,5915000000.000,22.52,0.2576
NCLH,Norwegian Cruise Line Holdings Ltd.,15.93,1.42,0.0818,24551000.000,13481000.000,7004000000.000,16.42,-0.138
CLS,Celestica Inc.,46.29,4.10,0.0814,4382000.000,2378000.000,5490000000.00,15.13,1.149
LRCX,Lam Research Corporation,763,67.33,0.0811,2701000.000,1040000.00,99478000000.000,26.32,0.0817
USLM,"United States Lime & Minerals, Inc.",78.07,6.86,0.0808,71525,110898,2229000000.000,25.94,0.8115
MRNA,"Moderna, Inc.",86.58,7.59,0.0806,10312000.000,4107000.000,33281000000.000,0,-0.1445
RIOT,"Riot Platforms, Inc.",8.57,0.75,0.0805,24844000.000,22355000.000,2601000000.000,15.30,-0.4749
APA,APA Corporation,28.59,2.49,0.0801,8439000.000,5469000.000,10576000000.000,3.09,-0.322
BBAR,Banco BBVA Argentina S.A.,7.83,0.68,0.0795,691344,819787,2426000000.000,11.19,0.50
HUBG,"Hub Group, Inc.",42.53,3.67,0.0794,876925,387919,2647000000.000,22.74,-0.0283
KLAC,KLA Corporation,696.17,59.97,0.0793,2069000.000,886437,93732000000.000,34.36,0.3746
VAL,Valaris Limited,67.77,5.81,0.079,1436000.000,1023000.000,4930000000.00,4.96,-0.101
AR,Antero Resources Corporation,26.5,2.27,0.0789,5686000.000,3416000.000,8242000000.000,101.92,-0.0423
FYBR,"Frontier Communications Parent, Inc.",26.6,2.27,0.0786,3493000.000,1361000.000,6623000000.000,0,0.5037
MSSMY,MISUMI Group Inc.,8.1,0.69,0.0785,59499,51169,4656000000.000,21.89,-0.0581
ASAN,"Asana, Inc.",12.95,1.10,0.0783,2868000.000,2199000.000,2954000000.000,0,-0.4132
LPLA,LPL Financial Holdings Inc.,198.05,16.69,0.0777,1357000.000,895459,14807000000.000,15.44,-0.1541
SYNA,Synaptics Incorporated,75.12,6.30,0.0774,519264,289172,2967000000.000,0,-0.1991
KLIC,"Kulicke and Soffa Industries, Inc.",40.72,3.41,0.0773,1216000.000,468472,2258000000.000,0,-0.2729
MTDR,Matador Resources Company,54.58,4.56,0.0771,2122000.000,1741000.000,6812000000.000,7.02,-0.0686
BHC,Bausch Health Companies Inc.,5.63,0.47,0.077,3565000.000,3925000.000,2067000000.000,0,-0.3624
AESI,Atlas Energy Solutions Inc.,18.93,1.58,0.077,756790,1131000.000,2879000000.000,11.07,-0.0947
LITE,Lumentum Holdings Inc.,44.33,3.68,0.0767,1781000.000,1182000.000,2997000000.000,0,-0.1534
PBF,PBF Energy Inc.,36.2,3.00,0.0765,2856000.000,1962000.000,4241000000.000,5.86,-0.2193
XPRO,Expro Group Holdings N.V.,20.4,1.69,0.0765,1351000.000,1101000.000,2469000000.000,0,-0.1115
OMF,"OneMain Holdings, Inc.",44.88,3.68,0.0758,1999000.000,849945,5375000000.000,9.23,-0.0042
ENVA,"Enova International, Inc.",77.78,6.34,0.0754,403885,230145,2053000000.000,12.96,0.3967
RGA,"Reinsurance Group of America, Incorporated",206.31,16.69,0.0748,1227000.000,391472,13587000000.000,16.06,0.4779
CVI,"CVR Energy, Inc.",25.48,2.06,0.0748,1503000.000,1108000.000,2562000000.000,4.68,-0.3108
OSCR,"Oscar Health, Inc.",16.71,1.35,0.0748,2858000.000,3471000.000,3964000000.000,0,1.2704
PRCT,PROCEPT BioRobotics Corporation,57.38,4.62,0.0745,1614000.000,603866,2951000000.000,0,0.6522
FLNC,"Fluence Energy, Inc.",14.67,1.18,0.0744,2265000.000,2701000.000,2632000000.000,0,-0.4597
RNA,"Avidity Biosciences, Inc.",41.27,3.30,0.074,1504000.000,1567000.000,4448000000.000,0,3.6791
IPGP,IPG Photonics Corporation,71.38,5.70,0.0739,341110,231450,3157000000.000,23.56,-0.3584
CG,The Carlyle Group Inc.,44.23,3.53,0.0739,4517000.000,2167000.000,15918000000.000,0,0.3436
TEX,Terex Corporation,54.39,4.34,0.0739,1620000.00,962516,3639000000.000,7.45,-0.1382
AMAT,"Applied Materials, Inc.",181.81,14.49,0.0738,12109000.000,5739000.000,150534000000.000,20.87,0.209
CLDX,"Celldex Therapeutics, Inc.",34.78,2.77,0.0738,816842,707151,2292000000.000,0,0.0652
TDW,Tidewater Inc.,87.54,6.97,0.0737,994871,969666,4619000000.000,34.74,0.4011
BOOT,"Boot Barn Holdings, Inc.",118.14,9.39,0.0736,1242000.000,803598,3604000000.000,24.61,0.2044
SYF,Synchrony Financial,44.99,3.57,0.0735,6431000.000,3807000.000,17781000000.000,6.28,0.2947
SM,SM Energy Company,40.9,3.23,0.0732,2568000.000,1923000.000,4705000000.000,6.42,0.0533
RRX,Regal Rexnord Corporation,151.04,11.92,0.0731,874949,469033,10050000000.00,0,-0.0671
CCJ,Cameco Corporation,38.03,2.99,0.0729,9839000.000,3429000.000,16550000000.00,88.44,0.1208
NVT,nVent Electric plc,64.4,5.04,0.0726,2748000.000,1619000.000,10692000000.000,18.78,0.1643
RUSHB,"Rush Enterprises, Inc.",46.91,3.64,0.072,23952,17100,4011000000.000,12.48,0.017
OC,Owens Corning,169.68,13.14,0.0719,897899,643682,14704000000.000,13.72,0.1902
AN,"AutoNation, Inc.",170.74,13.21,0.0718,672426,399930,6784000000.000,9.30,0.0909
CVLT,"Commvault Systems, Inc.",136.68,10.57,0.0718,642573,399938,5975000000.000,35.23,0.9197
C,Citigroup Inc.,58.76,4.52,0.0714,26881000.000,12498000.000,112102000000.000,16.23,0.2821
MKSI,"MKS Instruments, Inc.",106.56,8.19,0.0714,2061000.000,1045000.000,7160000000.00,0,0.0585
FL,"Foot Locker, Inc.",26.42,2.03,0.0714,3160000.00,2919000.000,2502000000.000,0,0.0146
SOFI,"SoFi Technologies, Inc.",6.65,0.51,0.0712,62509000.000,37454000.000,7083000000.000,0,-0.2918
DFH,"Dream Finders Homes, Inc.",28.25,2.16,0.071,506362,445301,2648000000.000,9.26,-0.0738
SMCI,"Super Micro Computer, Inc.",624.65,47.59,0.0708,7637000.000,6191000.000,36577000000.000,34.82,0.7681
ANF,Abercrombie & Fitch Co.,132.2,10.07,0.0708,1816000.000,1782000.000,6756000000.000,16.44,2.3511
ENTG,"Entegris, Inc.",102.14,7.74,0.0704,5637000.000,1620000.00,15421000000.000,84.41,-0.0083
VC,Visteon Corporation,104.37,7.87,0.0701,271141,253174,2881000000.000,5.43,-0.3083
DOCN,"DigitalOcean Holdings, Inc.",28.69,2.16,0.07,2458000.000,1468000.000,2613000000.000,55.17,-0.1941
JOBY,"Joby Aviation, Inc.",5.05,0.38,0.07,6828000.000,6559000.000,3578000000.000,0,-0.3781
CORT,Corcept Therapeutics Incorporated,35.3,2.64,0.0696,1369000.000,1128000.000,3689000000.000,31.24,0.1677
LSCC,Lattice Semiconductor Corporation,45.08,3.37,0.0696,4593000.000,2400000.0,6211000000.000,33.15,-0.5162
CMPR,Cimpress plc,88.96,6.63,0.0694,238255,141814,2231000000.000,27.20,0.2416
TRN,"Trinity Industries, Inc.",33.97,2.53,0.0693,1089000.000,623111,2801000000.000,16.02,0.2936
CBT,Cabot Corporation,89.91,6.69,0.0693,828049,349274,4968000000.000,11.42,0.2967
MET,"MetLife, Inc.",70.56,5.22,0.0689,5224000.000,3061000.000,49415000000.000,19.17,0.0994
NOG,"Northern Oil and Gas, Inc.",38.58,2.84,0.0686,2280000.00,1428000.000,3865000000.000,6.79,-0.0777
PINS,"Pinterest, Inc.",29.1,2.14,0.0685,27776000.000,9118000.000,19968000000.000,100.34,0.071
EAT,"Brinker International, Inc.",59.33,4.36,0.0685,2157000.000,1542000.000,2640000000.00,17.61,0.5005
SLAB,Silicon Laboratories Inc.,104.16,7.63,0.0683,337371,303358,3363000000.000,0,-0.2576
CRSP,CRISPR Therapeutics AG,51.11,3.74,0.0682,2483000.000,1354000.000,4340000000.00,0,0.0573
ITT,ITT Inc.,129.73,9.49,0.0682,553236,420741,10599000000.000,24.71,0.2694
RRC,Range Resources Corporation,28.93,2.11,0.068,2485000.000,2357000.000,7004000000.000,14.54,-0.1328
FLEX,Flex Ltd.,28.59,2.08,0.0678,3884000.000,3852000.000,11352000000.000,14.30,0.3836
TAL,TAL Education Group,8.47,0.61,0.0672,15858000.000,5883000.000,5118000000.000,105.88,0.1715
YOU,"Clear Secure, Inc.",19.31,1.39,0.0671,1742000.000,1385000.000,2797000000.000,33.88,-0.1744
EQH,"Equitable Holdings, Inc.",39.18,2.82,0.0671,2806000.000,2660000.00,12528000000.000,15.61,0.3473
PIPR,Piper Sandler Companies,244.54,17.57,0.067,320961,124369,3888000000.000,32.05,0.6017
PR,Permian Resources Corporation,13.82,0.99,0.0668,16494000.000,11586000.000,11904000000.000,11.71,0.1431
HRI,Herc Holdings Inc.,134.49,9.61,0.0667,266303,267762,3819000000.000,11.28,-0.0033
ARES,Ares Management Corporation,139.26,9.90,0.0664,1955000.000,1336000.000,43575000000.000,71.78,0.3628
ARM,Arm Holdings plc,113.45,8.06,0.0663,14536000.000,11336000.000,118896000000.000,276.71,0.7841
ALB,Albemarle Corporation,86.99,6.18,0.0663,5433000.000,2853000.000,10224000000.000,0,-0.5579
LBRT,Liberty Energy Inc.,21.32,1.51,0.0661,2550000.00,2371000.000,3525000000.000,8.49,0.2921
IVZ,Invesco Ltd.,15.71,1.11,0.066,5340000.00,4014000.000,7070000000.00,0,-0.0748
RH,RH,257.59,18.20,0.066,736582,777288,4751000000.000,65.38,-0.359
AXP,American Express Company,232.28,16.40,0.0659,5711000.000,2785000.000,165131000000.000,17.33,0.3912
DINO,HF Sinclair Corporation,46.76,3.30,0.0659,2054000.000,1781000.000,8923000000.000,7.46,-0.1706
OTEX,Open Text Corporation,28.49,2.00,0.0656,1100000.0,700183,7641000000.000,16.66,-0.2214
GPS,"The Gap, Inc.",21.7,1.52,0.0655,7300000.0,8066000.000,8139000000.000,12.06,1.0608
CFLT,"Confluent, Inc.",19.285,1.34,0.0652,9128000.000,4310000.00,6224000000.000,0,-0.4407
JANX,"Janux Therapeutics, Inc.",38.76,2.70,0.0651,587772,763912,2010000000.00,0,2.2139
ALGN,"Align Technology, Inc.",213.49,14.84,0.065,1357000.000,837017,16072000000.000,36.25,-0.409
OVV,Ovintiv Inc.,41.59,2.89,0.065,4190000.00,3102000.000,10963000000.000,5.83,-0.1442
HHH,Howard Hughes Holdings Inc.,63.95,4.44,0.0649,478056,310994,3213000000.000,0,-0.2106
DRVN,Driven Brands Holdings Inc.,13.57,0.94,0.0648,996976,1395000.000,2227000000.000,0,-0.1188
AMR,"Alpha Metallurgical Resources, Inc.",260.52,18.03,0.0647,338690,190996,3389000000.000,6.22,0.4567
UPST,"Upstart Holdings, Inc.",23.76,1.64,0.0646,5169000.000,5418000.000,2088000000.000,0,-0.5428
SNPS,"Synopsys, Inc.",505.78,34.89,0.0645,2836000.000,870801,77494000000.000,55.28,0.1391
URBN,"Urban Outfitters, Inc.",41.41,2.85,0.0644,1354000.000,1514000.000,3868000000.000,13.19,0.1317
PAY,"Paymentus Holdings, Inc.",19.18,1.32,0.0644,188322,214332,2382000000.000,83.39,0.7925
CHRD,Chord Energy Corporation,155.87,10.72,0.0643,864205,1243000.000,9722000000.000,7.32,-0.0301
SHOP,Shopify Inc.,54.43,3.74,0.0643,17705000.000,11034000.000,70128000000.000,0,-0.0545
ITRI,"Itron, Inc.",101.15,6.94,0.0642,974839,635993,4548000000.000,24.91,0.4638
FTAI,FTAI Aviation Ltd.,101.96,6.96,0.0639,1631000.000,1211000.000,10421000000.000,0,1.9131
VIST,"Vista Energy, S.A.B. de C.V.",40.14,2.74,0.0639,809025,615506,4157000000.000,9.25,0.6069
FUN,Six Flags Entertainment Corporation,44.04,3.00,0.0638,1635000.000,1186000.000,4410000000.00,18.35,0.0866
VRN,Veren Inc.,6.9,0.47,0.0638,4157000.000,2839000.000,4266000000.000,16.43,-0.1554
WFC,Wells Fargo & Company,53.26,3.62,0.0636,23836000.000,17102000.000,181285000000.000,10.91,0.182
CVNA,Carvana Co.,137.2,9.32,0.0636,5332000.000,4470000.00,16045000000.000,55.10,2.0618
AA,Alcoa Corporation,29.47,2.00,0.0636,6861000.000,5452000.000,7613000000.000,0,-0.1348
YPF,YPF Sociedad Anónima,18.14,1.23,0.0635,2611000.000,2081000.000,10732000000.000,0,0.3004
VNT,Vontier Corporation,33.02,2.23,0.0633,1578000.000,737062,5075000000.000,12.70,0.0999
ATI,ATI Inc.,62.22,4.19,0.0631,1170000.00,1616000.000,7743000000.000,23.13,0.3969
BRZE,"Braze, Inc.",39.24,2.64,0.063,860441,1096000.000,3988000000.000,0,-0.0415
SG,"Sweetgreen, Inc.",26.52,1.78,0.0629,2739000.000,3004000.000,3005000000.000,0,0.8378
URI,"United Rentals, Inc.",671.43,45.06,0.0629,1001000.000,592212,44406000000.000,17.76,0.38
FIX,"Comfort Systems USA, Inc.",306.18,20.49,0.0627,687692,506395,10923000000.000,25.71,0.6902
DNLI,Denali Therapeutics Inc.,21.87,1.46,0.0626,1396000.000,1192000.000,3131000000.000,0,-0.1617
RCL,Royal Caribbean Cruises Ltd.,138.85,9.24,0.0624,4882000.000,2246000.000,35743000000.000,15.16,0.2849
CUK,Carnival Corporation & plc,13.6,0.90,0.0621,2881000.000,1990000.00,17751000000.000,19.15,-0.1662
MNDY,monday.com Ltd.,203.61,13.47,0.0621,693647,768741,10135000000.000,496.61,0.2494
ASX,"ASE Technology Holding Co., Ltd.",8.93,0.59,0.062,12441000.000,6587000.000,19299000000.000,18.22,0.1463
IX,ORIX Corporation,105.68,6.98,0.062,27713,13591,24478000000.000,10.61,0.1556
RMBS,Rambus Inc.,42.1,2.78,0.0619,2990000.00,1412000.000,4533000000.000,20.14,-0.2162
ERJ,Embraer S.A.,27.58,1.82,0.0619,3137000.000,1838000.000,5454000000.000,19.42,0.8865
CIEN,Ciena Corporation,48.12,3.17,0.0618,1933000.000,1496000.000,6915000000.000,46.27,0.1501
F,Ford Motor Company,10.03,0.66,0.0617,109540000.00,54559000.000,39872000000.000,10.45,-0.2249
RRR,"Red Rock Resorts, Inc.",51.58,3.39,0.0617,692882,519877,5290000000.00,18.23,0.1294
VRT,Vertiv Holdings Co,69.46,4.54,0.0614,16519000.000,9518000.000,26058000000.000,54.27,0.9446
DDS,"Dillard's, Inc.",362.36,23.59,0.0611,141985,109850,5882000000.000,8.24,0.0866
CCL,Carnival Corporation & plc,14.8,0.96,0.0609,44267000.000,30230000.00,19390000000.00,20.85,-0.1796
LAUR,"Laureate Education, Inc.",14.35,0.93,0.0609,1264000.000,844450,2189000000.000,11.21,0.0221
GGAL,Grupo Financiero Galicia S.A.,26.65,1.72,0.0606,859270,972835,5874000000.000,10.83,0.6553
SDRL,Seadrill Limited,49.78,3.21,0.0606,789131,678625,3380000000.00,12.14,0.0749
MRVL,"Marvell Technology, Inc.",59.25,3.81,0.0604,20099000.000,11053000.000,51287000000.000,0,-0.0677
FTI,TechnipFMC plc,27.06,1.74,0.0604,4873000.000,3602000.000,11592000000.000,24.60,0.4868
SKX,"Skechers U.S.A., Inc.",59.45,3.82,0.0604,2179000.000,1863000.000,9067000000.000,15.94,0.0952
MEOH,Methanex Corporation,43.03,2.76,0.0603,640192,228962,2900000000.0,20.11,-0.0491
EQT,EQT Corporation,31.57,2.02,0.0601,9075000.000,7994000.000,18753000000.000,20.63,-0.251
MGA,Magna International Inc.,40.43,2.58,0.06,3646000.000,1840000.00,11617000000.000,11.75,-0.3385
GT,The Goodyear Tire & Rubber Company,9.25,0.59,0.06,12723000.000,3443000.000,2633000000.000,0,-0.2606
BHF,"Brighthouse Financial, Inc.",45.92,2.92,0.0598,435173,463356,2852000000.000,0,-0.1509
RSI,"Rush Street Interactive, Inc.",10.13,0.64,0.0594,2572000.000,1928000.000,2315000000.000,0,1.4005
VCTR,"Victory Capital Holdings, Inc.",47.21,2.98,0.0594,242418,424550,3059000000.000,14.53,0.4203
BHVN,Biohaven Ltd.,35.87,2.26,0.0593,1088000.000,1214000.000,3167000000.000,0,0.8653
ZBRA,Zebra Technologies Corporation,322.3,20.28,0.0592,438208,321580,16624000000.000,72.43,0.2984
ETN,Eaton Corporation plc,280.26,17.62,0.0592,4044000.000,2302000.000,111572000000.000,30.87,0.2676
VIK,Viking Holdings Ltd,32.93,2.07,0.0591,2365000.000,1647000.000,14208000000.000,0,0.2617
CEG,Constellation Energy Corporation,167.08,10.49,0.0591,6078000.000,3493000.000,52669000000.000,22.28,0.6104
GS,"The Goldman Sachs Group, Inc.",470.64,29.48,0.0589,4770000.00,2315000.000,148628000000.000,15.10,0.3237
DAY,Dayforce Inc,53.23,3.33,0.0589,2909000.000,1967000.000,8416000000.000,177.43,-0.2735
TGS,Transportadora de Gas del Sur S.A.,16.06,1.00,0.0586,137793,181812,3603000000.000,39.17,0.3965
AER,AerCap Holdings N.V.,86.61,5.39,0.0586,3657000.000,1538000.000,16903000000.000,5.71,0.3372
USM,United States Cellular Corporation,51.5,3.20,0.0585,257122,348462,4429000000.000,62.05,0.6475
SHAK,Shake Shack Inc.,96.43,5.98,0.0584,2376000.000,953411,4095000000.000,153.06,0.2085
GLNG,Golar LNG Limited,32.29,2.00,0.0583,1697000.000,1329000.000,3376000000.000,31.05,0.3376
CDLR,Cadeler A/S,24.41,1.51,0.0583,37187,106983,2140000000.00,0,0.3412
MS,Morgan Stanley,95.85,5.91,0.0581,9220000.00,6410000.00,155181000000.000,15.76,0.076
FG,"F&G Annuities & Life, Inc.",38.29,2.36,0.0581,107260,89564,4829000000.000,19.44,0.3863
SKYW,"SkyWest, Inc.",71.81,4.41,0.0579,447032,382822,2880000000.00,17.14,0.6657
FN,Fabrinet,202.56,12.41,0.0577,517552,423190,7322000000.000,26.86,0.5971
PRIM,Primoris Services Corporation,50.54,3.09,0.0576,988312,704422,2711000000.000,19.00,0.5843
NPO,Enpro Inc.,153.37,9.37,0.0576,118782,102861,3213000000.000,0,0.1116
ACLS,"Axcelis Technologies, Inc.",106.33,6.49,0.0575,1459000.000,601983,3468000000.000,14.65,-0.412
SLM,SLM Corporation,20.84,1.27,0.0574,1999000.000,1693000.000,4532000000.000,6.43,0.3215
CROX,"Crocs, Inc.",123.31,7.50,0.0573,2193000.000,1399000.000,7323000000.000,9.29,0.1802
CR,Crane Company,145.81,8.86,0.0573,296041,231717,8342000000.000,35.05,0.5944
BWLP,BW LPG Limited,15.17,0.92,0.0572,421452,225570,1999000000.000,4.16,0.3917
ROCK,"Gibraltar Industries, Inc.",66.81,4.05,0.0572,278532,170412,2036000000.000,17.72,-0.0987
NE,Noble Corporation plc,42.07,2.55,0.0571,1849000.000,1238000.000,6013000000.000,10.21,-0.1863
ALGM,"Allegro MicroSystems, Inc.",22.79,1.38,0.0571,4494000.000,2042000.000,4191000000.000,59.97,-0.4579
ANET,"Arista Networks, Inc.",319.34,19.30,0.057,2420000.00,2560000.00,100322000000.000,41.47,0.7813
ACLX,"Arcellx, Inc.",55.31,3.34,0.0569,638381,465361,2959000000.000,0,0.6083
BE,Bloom Energy Corporation,11.79,0.71,0.0568,5840000.00,7067000.000,2677000000.000,0,-0.25
DELL,Dell Technologies Inc.,102.29,6.14,0.0566,11796000.000,14309000.000,72351000000.000,20.92,0.8745
RYTM,"Rhythm Pharmaceuticals, Inc.",44.19,2.65,0.0566,538236,539311,2694000000.000,0,0.7776
MUR,Murphy Oil Corporation,37.52,2.25,0.0566,1553000.000,1346000.000,5725000000.000,10.39,-0.1391
PLUS,ePlus inc.,82.37,4.93,0.0565,171078,203327,2215000000.000,19.02,0.4226
PAM,Pampa Energía S.A.,42.73,2.55,0.0563,322123,287629,3441000000.000,4.93,0.0494
WFRD,Weatherford International plc,105.67,6.25,0.0558,1044000.000,954983,7731000000.000,15.75,0.271
FCNCA,"First Citizens BancShares, Inc.",1957.66,115.74,0.0558,108902,88869,28210000000.00,10.76,0.2947
IDYA,"IDEAYA Biosciences, Inc.",40.09,2.37,0.0558,740069,1022000.000,3369000000.000,0,0.8621
GE,GE Aerospace,160.28,9.47,0.0558,8204000.000,5996000.000,173793000000.000,43.32,0.7505
AEIS,"Advanced Energy Industries, Inc.",101.64,6.00,0.0557,273669,193259,3829000000.000,41.32,-0.1221
PENN,"PENN Entertainment, Inc.",17.87,1.05,0.0555,3844000.000,6139000.000,2724000000.000,0,-0.2855
ZI,ZoomInfo Technologies Inc.,10.41,0.61,0.0554,7828000.000,6314000.000,11339000000.000,52.05,-0.4379
OUT,OUTFRONT Media Inc.,15.03,0.88,0.0553,2677000.000,1519000.000,2493000000.000,0,0.2391
