Symbol,Company_name,Price,Change_abs,Change_rel,Volume,Avg_vol_3M,Market_cap,PE_ratio_TTM,Wk_change_rel
JPM,JPMorgan Chase & Co.,199.14,8.82,0.0424,17962000.000,9263000.000,566585000000.000,11.10,0.2703
ARM,Arm Holdings plc,113.45,8.06,0.0663,14536000.000,11336000.000,118896000000.000,276.71,0.7841
LYG,Lloyds Banking Group plc,2.85,0.0300,0.0104,14151000.000,9378000.000,44890000000.00,7.92,0.3073
CNP,"CenterPoint Energy, Inc.",27.07,1.08,0.0384,13866000.000,5823000.000,17378000000.000,16.71,-0.0666
RCM,R1 RCM Inc.,14.05,0.08,0.0057,13821000.000,3928000.000,5930000000.00,0,-0.1916
AMCR,Amcor plc,10.52,0.02,0.0019,13275000.000,9620000.00,15205000000.000,23.38,0.0616
GERN,Geron Corporation,4.57,0.2100,0.0439,13976000.000,11472000.000,2711000000.000,0,0.5651
KHC,The Kraft Heinz Company,36.06,0.66,0.0186,15874000.000,7964000.000,43599000000.000,23.12,0.0303
CMG,"Chipotle Mexican Grill, Inc.",52.57,0.89,0.0166,13005000.000,17624000.000,71994000000.000,52.05,0.3907
IAG,IAMGOLD Corporation,3.86,0.2200,0.0539,12874000.000,9442000.000,2198000000.000,13.79,0.5885
HST,"Host Hotels & Resorts, Inc.",16.2,0.55,0.0328,15629000.000,6647000.000,23160000000.00,15.28,-0.0351
WBA,"Walgreens Boots Alliance, Inc.",11.48,0.33,0.0279,14258000.000,18826000.000,9910000000.00,0,-0.6158
GT,The Goodyear Tire & Rubber Company,9.25,0.59,0.06,12723000.000,3443000.000,2633000000.000,0,-0.2606
DASH,"DoorDash, Inc.",117.23,9.03,0.0835,12661000.000,4274000.000,48245000000.000,0,0.3896
HPE,Hewlett Packard Enterprise Company,18.03,1.05,0.055,12641000.000,16750000.00,23433000000.000,13.16,0.0274
MPW,"Medical Properties Trust, Inc.",4.71,0.0800,0.0173,12609000.000,15591000.000,2826000000.000,0,-0.5337
ASX,"ASE Technology Holding Co., Ltd.",8.93,0.59,0.062,12441000.000,6587000.000,19299000000.000,18.22,0.1463
SBUX,Starbucks Corporation,75.88,0.77,0.0103,15101000.000,12807000.000,85987000000.000,21.25,-0.2542
WDC,Western Digital Corporation,57.23,3.30,0.0545,12928000.000,5872000.000,18687000000.000,0,0.3156
MGM,MGM Resorts International,35.48,1.81,0.0485,12134000.000,3842000.000,10778000000.000,13.34,-0.2236
TEVA,Teva Pharmaceutical Industries Limited,16.99,0.55,0.0314,10809000.000,10438000.000,19776000000.000,0,0.7643
DIS,The Walt Disney Company,89.57,3.48,0.0374,12158000.000,11083000.000,163290000000.00,97.36,0.0316
RUN,Sunrun Inc.,16.72,0.78,0.0446,11979000.000,13013000.000,3706000000.000,0,-0.0473
APH,Amphenol Corporation,59.13,2.99,0.0481,11961000.000,7630000.00,71210000000.00,35.41,0.3306
NEE,"NextEra Energy, Inc.",79.2,0.81,0.0103,12161000.000,11448000.000,162784000000.000,25.80,0.1538
PATH,UiPath Inc.,11.41,0.39,0.0331,11835000.000,11740000.00,6535000000.000,0,-0.2952
STLA,Stellantis N.V.,16.13,0.19,0.0116,11835000.000,6862000.000,48361000000.000,3.42,-0.1762
DELL,Dell Technologies Inc.,102.29,6.14,0.0566,11796000.000,14309000.000,72351000000.000,20.92,0.8745
U,Unity Software Inc.,15.32,0.03,0.002,12764000.000,9395000.000,5988000000.000,0,-0.6165
CVX,Chevron Corporation,148.55,4.07,0.0267,11599000.000,6995000.000,269618000000.000,14.71,-0.0709
CTRA,Coterra Energy Inc.,24.11,1.29,0.0508,11758000.000,5999000.000,17943000000.000,13.94,-0.1327
UAA,"Under Armour, Inc.",6.5,0.30,0.0441,11459000.000,10697000.000,2797000000.000,12.50,-0.158
HIMS,"Hims & Hers Health, Inc.",17.58,0.93,0.0502,11327000.000,11664000.000,3776000000.000,0,1.2253
RKT,"Rocket Companies, Inc.",17.25,1.89,0.123,11318000.000,2770000.00,34281000000.000,9.57,0.4896
VFC,V.F. Corporation,16.06,0.48,0.029,11212000.000,8197000.000,6248000000.000,0,-0.1574
MBLY,Mobileye Global Inc.,15.96,0.32,0.0197,11209000.000,4220000.00,12870000000.00,0,-0.5888
PPL,PPL Corporation,30.64,0.33,0.0109,11074000.000,4725000.000,22605000000.000,27.12,0.1735
LUV,Southwest Airlines Co.,25.05,1.31,0.0497,11011000.000,10161000.000,15009000000.000,192.69,-0.2402
INFY,Infosys Limited,21.77,0.53,0.0238,10882000.000,10309000.000,90169000000.000,28.27,0.2974
AES,The AES Corporation,17.13,0.78,0.0436,10660000.00,8020000.00,12178000000.000,16.31,-0.1305
TFC,Truist Financial Corporation,42.12,1.23,0.0284,10628000.000,7188000.000,56366000000.000,0,0.292
BA,The Boeing Company,169.95,8.36,0.0469,10598000.000,6257000.000,104718000000.000,0,-0.2867
TME,Tencent Music Entertainment Group,12.62,0.67,0.0504,10505000.000,7655000.000,22163000000.000,27.43,1.0224
CDE,"Coeur Mining, Inc.",5.5,0.50,0.0833,10378000.000,6719000.000,2196000000.000,0,1.0295
DVN,Devon Energy Corporation,42.79,2.27,0.0504,12240000.00,6264000.000,26854000000.000,8.15,-0.1578
VLY,Valley National Bancorp,7.75,0.19,0.0239,10351000.000,5663000.000,3946000000.000,10.92,-0.2424
SLB,Schlumberger Limited,44.93,1.73,0.0371,10411000.000,10796000.000,63793000000.000,14.68,-0.2249
CSX,CSX Corporation,34.08,0.69,0.0198,12229000.000,11064000.000,66624000000.000,18.62,0.0724
CLF,Cleveland-Cliffs Inc.,13.95,0.69,0.0471,10152000.000,8957000.000,6529000000.000,155.00,-0.1426
AVTR,"Avantor, Inc.",25.6,0.90,0.034,10029000.000,8957000.000,17404000000.000,49.23,0.2331
BABA,Alibaba Group Holding Limited,77.45,0.53,0.0068,10038000.000,15075000.000,184022000000.000,17.89,-0.1979
AMAT,"Applied Materials, Inc.",181.81,14.49,0.0738,12109000.000,5739000.000,150534000000.000,20.87,0.209
NKE,"NIKE, Inc.",74.01,0.16,0.0022,10023000.000,14457000.000,110968000000.000,19.84,-0.3301
LTMAY,LATAM Airlines Group S.A.,24.5,0,0,9862000.000,289829,7404000000.000,0,-0.9831
CCJ,Cameco Corporation,38.03,2.99,0.0729,9839000.000,3429000.000,16550000000.00,88.44,0.1208
ABT,Abbott Laboratories,111.31,1.16,0.0105,9773000.000,6730000.00,193668000000.000,35.11,0.0264
BP,BP p.l.c.,34.08,0.68,0.0196,9870000.00,7364000.000,96112000000.000,13.21,-0.0799
MO,"Altria Group, Inc.",51.07,1.05,0.021,9687000.000,9208000.000,87137000000.000,8.81,0.1575
HAL,Halliburton Company,31.82,1.42,0.0427,9667000.000,8288000.000,28092000000.000,10.57,-0.1963
KOS,Kosmos Energy Ltd.,4.89,0.3900,0.0739,9633000.000,5718000.000,2306000000.000,10.63,-0.3329
MRNA,"Moderna, Inc.",86.58,7.59,0.0806,10312000.000,4107000.000,33281000000.000,0,-0.1445
KDP,Keurig Dr Pepper Inc.,35.07,0.51,0.0148,10898000.000,7729000.000,47558000000.000,22.48,0.037
VST,Vistra Corp.,72.43,3.61,0.0475,9360000.00,9097000.000,25167000000.000,44.44,1.5237
NET,"Cloudflare, Inc.",79.46,5.06,0.068,10310000.00,3123000.000,27152000000.000,0,0.1721
ENB,Enbridge Inc.,37.96,0.36,0.0096,9282000.000,4999000.000,80706000000.000,20.19,0.0547
